Customer_Id,Max of transaction_date,Count of transaction_date,Sum of profit,R,F,M,rfm_group,rfm_score,value
344,43091,9,"$8,101 ",9,9,10,"9,9,10",4.7,Very High
346,43087,9,"$6,421 ",9,9,10,"9,9,10",4.7,Very High
1317,43089,9,"$7,025 ",9,9,10,"9,9,10",4.7,Very High
1558,43091,9,"$10,640 ",9,9,10,"9,9,10",4.7,Very High
2428,43089,9,"$6,463 ",9,9,10,"9,9,10",4.7,Very High
2822,43088,9,"$5,474 ",9,9,10,"9,9,10",4.7,Very High
3118,43087,9,"$6,244 ",9,9,10,"9,9,10",4.7,Very High
3402,43087,9,"$6,036 ",9,9,10,"9,9,10",4.7,Very High
953,43088,9,"$5,192 ",9,9,9,"9,9,9",4.5,High
1086,43086,9,"$4,706 ",9,9,9,"9,9,9",4.5,High
1905,43089,9,"$4,834 ",9,9,9,"9,9,9",4.5,High
2308,43086,9,"$5,078 ",9,9,9,"9,9,9",4.5,High
2391,43087,9,"$4,852 ",9,9,9,"9,9,9",4.5,High
2761,43092,9,"$5,082 ",9,9,9,"9,9,9",4.5,High
368,43086,9,"$3,940 ",9,9,8,"9,9,8",4.3,High
407,43090,9,"$4,096 ",9,9,8,"9,9,8",4.3,High
975,43089,9,"$3,963 ",9,9,8,"9,9,8",4.3,High
2425,43091,9,"$3,922 ",9,9,8,"9,9,8",4.3,High
260,43091,9,"$3,381 ",9,9,7,"9,9,7",4.2,High
2505,43087,9,"$3,340 ",9,9,7,"9,9,7",4.2,High
1165,43089,9,"$3,286 ",9,9,6,"9,9,6",4.0,High
1600,43086,9,"$2,924 ",9,9,6,"9,9,6",4.0,High
3151,43086,9,"$2,917 ",9,9,6,"9,9,6",4.0,High
776,43086,9,"$2,202 ",9,9,4,"9,9,4",3.7,High
973,43091,8,"$6,640 ",9,8,10,"9,8,10",4.5,High
1460,43087,8,"$10,788 ",9,8,10,"9,8,10",4.5,High
1625,43090,8,"$8,500 ",9,8,10,"9,8,10",4.5,High
2992,43090,8,"$6,872 ",9,8,10,"9,8,10",4.5,High
3191,43092,8,"$5,674 ",9,8,10,"9,8,10",4.5,High
3199,43086,8,"$6,330 ",9,8,10,"9,8,10",4.5,High
91,43090,8,"$5,242 ",9,8,9,"9,8,9",4.3,High
1313,43092,8,"$4,754 ",9,8,9,"9,8,9",4.3,High
1802,43086,8,"$5,036 ",9,8,9,"9,8,9",4.3,High
1830,43086,8,"$4,579 ",9,8,9,"9,8,9",4.3,High
2341,43086,8,"$4,952 ",9,8,9,"9,8,9",4.3,High
2850,43092,8,"$5,043 ",9,8,9,"9,8,9",4.3,High
3157,43089,8,"$4,886 ",9,8,9,"9,8,9",4.3,High
640,43089,8,"$4,279 ",9,8,8,"9,8,8",4.2,High
719,43088,8,"$4,084 ",9,8,8,"9,8,8",4.2,High
1098,43091,8,"$3,879 ",9,8,8,"9,8,8",4.2,High
2728,43092,8,"$4,055 ",9,8,8,"9,8,8",4.2,High
2859,43089,8,"$4,154 ",9,8,8,"9,8,8",4.2,High
3202,43088,8,"$4,083 ",9,8,8,"9,8,8",4.2,High
3375,43087,8,"$4,286 ",9,8,8,"9,8,8",4.2,High
656,43089,8,"$3,750 ",9,8,7,"9,8,7",4.0,High
2149,43088,8,"$3,416 ",9,8,7,"9,8,7",4.0,High
2498,43092,8,"$3,423 ",9,8,7,"9,8,7",4.0,High
835,43092,8,"$3,226 ",9,8,6,"9,8,6",3.8,High
1990,43089,8,"$2,846 ",9,8,6,"9,8,6",3.8,High
3112,43088,8,"$3,036 ",9,8,6,"9,8,6",3.8,High
116,43087,8,"$2,448 ",9,8,5,"9,8,5",3.7,High
440,43088,8,"$2,481 ",9,8,5,"9,8,5",3.7,High
928,43088,8,"$2,799 ",9,8,5,"9,8,5",3.7,High
172,43088,8,"$2,349 ",9,8,4,"9,8,4",3.5,Middle
825,43089,8,"$2,316 ",9,8,4,"9,8,4",3.5,Middle
1301,43087,8,"$2,179 ",9,8,4,"9,8,4",3.5,Middle
1914,43087,8,"$2,248 ",9,8,4,"9,8,4",3.5,Middle
2559,43087,8,"$2,385 ",9,8,4,"9,8,4",3.5,Middle
3183,43088,8,"$2,059 ",9,8,3,"9,8,3",3.3,Middle
995,43088,7,"$6,765 ",9,7,10,"9,7,10",4.3,High
1028,43091,7,"$7,563 ",9,7,10,"9,7,10",4.3,High
2386,43087,7,"$5,454 ",9,7,10,"9,7,10",4.3,High
2937,43092,7,"$6,294 ",9,7,10,"9,7,10",4.3,High
182,43086,7,"$5,409 ",9,7,9,"9,7,9",4.2,High
270,43092,7,"$4,625 ",9,7,9,"9,7,9",4.2,High
310,43091,7,"$4,744 ",9,7,9,"9,7,9",4.2,High
498,43092,7,"$4,982 ",9,7,9,"9,7,9",4.2,High
1252,43090,7,"$4,548 ",9,7,9,"9,7,9",4.2,High
3074,43089,7,"$4,782 ",9,7,9,"9,7,9",4.2,High
3225,43091,7,"$4,805 ",9,7,9,"9,7,9",4.2,High
23,43089,7,"$4,376 ",9,7,8,"9,7,8",4.0,High
180,43088,7,"$4,065 ",9,7,8,"9,7,8",4.0,High
548,43089,7,"$4,223 ",9,7,8,"9,7,8",4.0,High
1446,43089,7,"$4,496 ",9,7,8,"9,7,8",4.0,High
1770,43086,7,"$4,366 ",9,7,8,"9,7,8",4.0,High
1953,43089,7,"$3,900 ",9,7,8,"9,7,8",4.0,High
2033,43088,7,"$4,459 ",9,7,8,"9,7,8",4.0,High
2335,43088,7,"$4,113 ",9,7,8,"9,7,8",4.0,High
2698,43087,7,"$3,988 ",9,7,8,"9,7,8",4.0,High
2851,43090,7,"$4,041 ",9,7,8,"9,7,8",4.0,High
2993,43090,7,"$4,096 ",9,7,8,"9,7,8",4.0,High
3344,43089,7,"$3,962 ",9,7,8,"9,7,8",4.0,High
3495,43086,7,"$3,848 ",9,7,8,"9,7,8",4.0,High
185,43091,7,"$3,548 ",9,7,7,"9,7,7",3.8,High
318,43090,7,"$3,632 ",9,7,7,"9,7,7",3.8,High
786,43090,7,"$3,829 ",9,7,7,"9,7,7",3.8,High
1318,43092,7,"$3,501 ",9,7,7,"9,7,7",3.8,High
1577,43087,7,"$3,677 ",9,7,7,"9,7,7",3.8,High
1760,43087,7,"$3,667 ",9,7,7,"9,7,7",3.8,High
1763,43090,7,"$3,434 ",9,7,7,"9,7,7",3.8,High
2796,43091,7,"$3,816 ",9,7,7,"9,7,7",3.8,High
3241,43092,7,"$3,771 ",9,7,7,"9,7,7",3.8,High
1217,43089,7,"$3,271 ",9,7,6,"9,7,6",3.7,High
1798,43086,7,"$2,935 ",9,7,6,"9,7,6",3.7,High
1824,43087,7,"$3,264 ",9,7,6,"9,7,6",3.7,High
2621,43090,7,"$3,236 ",9,7,6,"9,7,6",3.7,High
2923,43086,7,"$3,149 ",9,7,6,"9,7,6",3.7,High
2942,43090,7,"$3,126 ",9,7,6,"9,7,6",3.7,High
442,43086,7,"$2,789 ",9,7,5,"9,7,5",3.5,Middle
1104,43088,7,"$2,569 ",9,7,5,"9,7,5",3.5,Middle
1367,43088,7,"$2,760 ",9,7,5,"9,7,5",3.5,Middle
1996,43086,7,"$2,525 ",9,7,5,"9,7,5",3.5,Middle
2530,43090,7,"$2,747 ",9,7,5,"9,7,5",3.5,Middle
2641,43088,7,"$2,661 ",9,7,5,"9,7,5",3.5,Middle
3395,43090,7,"$2,587 ",9,7,5,"9,7,5",3.5,Middle
338,43089,7,"$2,344 ",9,7,4,"9,7,4",3.3,Middle
990,43088,7,"$2,353 ",9,7,4,"9,7,4",3.3,Middle
1515,43091,7,"$2,315 ",9,7,4,"9,7,4",3.3,Middle
470,43090,7,"$1,891 ",9,7,3,"9,7,3",3.2,Middle
1467,43086,7,"$1,826 ",9,7,3,"9,7,3",3.2,Middle
955,43086,7,"$1,429 ",9,7,2,"9,7,2",3.0,Middle
1207,43086,7,"$1,126 ",9,7,2,"9,7,2",3.0,Middle
1221,43090,7,"$1,500 ",9,7,2,"9,7,2",3.0,Middle
398,43087,7,$939 ,9,7,1,"9,7,1",2.8,Middle
1306,43087,6,"$5,486 ",9,5,10,"9,5,10",4.0,High
1589,43088,6,"$6,739 ",9,5,10,"9,5,10",4.0,High
312,43086,6,"$5,002 ",9,5,9,"9,5,9",3.8,High
374,43086,6,"$5,272 ",9,5,9,"9,5,9",3.8,High
576,43092,6,"$4,580 ",9,5,9,"9,5,9",3.8,High
829,43087,6,"$4,600 ",9,5,9,"9,5,9",3.8,High
1378,43087,6,"$4,882 ",9,5,9,"9,5,9",3.8,High
2017,43087,6,"$4,722 ",9,5,9,"9,5,9",3.8,High
2536,43092,6,"$4,622 ",9,5,9,"9,5,9",3.8,High
3105,43089,6,"$4,916 ",9,5,9,"9,5,9",3.8,High
3181,43090,6,"$5,001 ",9,5,9,"9,5,9",3.8,High
736,43088,6,"$4,152 ",9,5,8,"9,5,8",3.7,High
1289,43088,6,"$3,940 ",9,5,8,"9,5,8",3.7,High
1303,43089,6,"$4,352 ",9,5,8,"9,5,8",3.7,High
716,43087,6,"$3,778 ",9,5,7,"9,5,7",3.5,Middle
1088,43086,6,"$3,595 ",9,5,7,"9,5,7",3.5,Middle
1326,43089,6,"$3,581 ",9,5,7,"9,5,7",3.5,Middle
364,43088,6,"$3,330 ",9,5,6,"9,5,6",3.3,Middle
1522,43090,6,"$2,963 ",9,5,6,"9,5,6",3.3,Middle
1663,43086,6,"$2,992 ",9,5,6,"9,5,6",3.3,Middle
2088,43090,6,"$2,927 ",9,5,6,"9,5,6",3.3,Middle
2325,43087,6,"$3,014 ",9,5,6,"9,5,6",3.3,Middle
2443,43087,6,"$3,040 ",9,5,6,"9,5,6",3.3,Middle
2969,43088,6,"$2,998 ",9,5,6,"9,5,6",3.3,Middle
132,43092,6,"$2,781 ",9,5,5,"9,5,5",3.2,Middle
285,43092,6,"$2,627 ",9,5,5,"9,5,5",3.2,Middle
517,43089,6,"$2,632 ",9,5,5,"9,5,5",3.2,Middle
572,43086,6,"$2,600 ",9,5,5,"9,5,5",3.2,Middle
639,43091,6,"$2,516 ",9,5,5,"9,5,5",3.2,Middle
858,43088,6,"$2,709 ",9,5,5,"9,5,5",3.2,Middle
464,43090,6,"$2,103 ",9,5,4,"9,5,4",3.0,Middle
529,43087,6,"$2,339 ",9,5,4,"9,5,4",3.0,Middle
564,43088,6,"$2,143 ",9,5,4,"9,5,4",3.0,Middle
681,43092,6,"$2,244 ",9,5,4,"9,5,4",3.0,Middle
2098,43091,6,"$2,294 ",9,5,4,"9,5,4",3.0,Middle
3133,43088,6,"$2,323 ",9,5,4,"9,5,4",3.0,Middle
3152,43088,6,"$2,168 ",9,5,4,"9,5,4",3.0,Middle
3193,43089,6,"$2,362 ",9,5,4,"9,5,4",3.0,Middle
2125,43086,6,"$1,710 ",9,5,3,"9,5,3",2.8,Middle
2775,43087,6,"$1,922 ",9,5,3,"9,5,3",2.8,Middle
3042,43088,6,"$1,629 ",9,5,3,"9,5,3",2.8,Middle
3455,43090,6,"$1,766 ",9,5,3,"9,5,3",2.8,Middle
742,43089,6,"$1,246 ",9,5,2,"9,5,2",2.7,Middle
687,43091,6,$813 ,9,5,1,"9,5,1",2.5,Low
1895,43092,6,$541 ,9,5,1,"9,5,1",2.5,Low
360,43091,5,"$5,070 ",9,4,9,"9,4,9",3.7,High
371,43090,5,"$5,005 ",9,4,9,"9,4,9",3.7,High
2377,43092,5,"$4,708 ",9,4,9,"9,4,9",3.7,High
556,43090,5,"$3,985 ",9,4,8,"9,4,8",3.5,Middle
1123,43089,5,"$4,236 ",9,4,8,"9,4,8",3.5,Middle
2022,43086,5,"$3,955 ",9,4,8,"9,4,8",3.5,Middle
2623,43089,5,"$4,136 ",9,4,8,"9,4,8",3.5,Middle
2892,43087,5,"$4,015 ",9,4,8,"9,4,8",3.5,Middle
290,43088,5,"$3,368 ",9,4,7,"9,4,7",3.3,Middle
693,43089,5,"$3,764 ",9,4,7,"9,4,7",3.3,Middle
1610,43091,5,"$3,556 ",9,4,7,"9,4,7",3.3,Middle
1860,43088,5,"$3,766 ",9,4,7,"9,4,7",3.3,Middle
2661,43091,5,"$3,639 ",9,4,7,"9,4,7",3.3,Middle
2778,43090,5,"$3,348 ",9,4,7,"9,4,7",3.3,Middle
53,43092,5,"$2,950 ",9,4,6,"9,4,6",3.2,Middle
1081,43088,5,"$3,228 ",9,4,6,"9,4,6",3.2,Middle
2550,43088,5,"$3,128 ",9,4,6,"9,4,6",3.2,Middle
2779,43088,5,"$3,278 ",9,4,6,"9,4,6",3.2,Middle
2995,43089,5,"$3,067 ",9,4,6,"9,4,6",3.2,Middle
122,43091,5,"$2,695 ",9,4,5,"9,4,5",3.0,Middle
1355,43091,5,"$2,714 ",9,4,5,"9,4,5",3.0,Middle
1833,43089,5,"$2,441 ",9,4,5,"9,4,5",3.0,Middle
2012,43086,5,"$2,714 ",9,4,5,"9,4,5",3.0,Middle
2081,43088,5,"$2,532 ",9,4,5,"9,4,5",3.0,Middle
2378,43089,5,"$2,777 ",9,4,5,"9,4,5",3.0,Middle
2471,43086,5,"$2,491 ",9,4,5,"9,4,5",3.0,Middle
3386,43092,5,"$2,634 ",9,4,5,"9,4,5",3.0,Middle
3448,43089,5,"$2,617 ",9,4,5,"9,4,5",3.0,Middle
245,43087,5,"$2,213 ",9,4,4,"9,4,4",2.8,Middle
262,43089,5,"$2,118 ",9,4,4,"9,4,4",2.8,Middle
694,43092,5,"$2,401 ",9,4,4,"9,4,4",2.8,Middle
2329,43091,5,"$2,277 ",9,4,4,"9,4,4",2.8,Middle
2520,43088,5,"$2,284 ",9,4,4,"9,4,4",2.8,Middle
2575,43089,5,"$2,118 ",9,4,4,"9,4,4",2.8,Middle
293,43089,5,"$1,992 ",9,4,3,"9,4,3",2.7,Middle
321,43087,5,"$2,006 ",9,4,3,"9,4,3",2.7,Middle
831,43088,5,"$1,884 ",9,4,3,"9,4,3",2.7,Middle
1650,43089,5,"$1,860 ",9,4,3,"9,4,3",2.7,Middle
1815,43088,5,"$1,964 ",9,4,3,"9,4,3",2.7,Middle
2063,43090,5,"$1,823 ",9,4,3,"9,4,3",2.7,Middle
2977,43090,5,"$1,936 ",9,4,3,"9,4,3",2.7,Middle
3210,43090,5,"$2,024 ",9,4,3,"9,4,3",2.7,Middle
203,43088,5,"$1,481 ",9,4,2,"9,4,2",2.5,Low
926,43087,5,"$1,259 ",9,4,2,"9,4,2",2.5,Low
2714,43091,5,"$1,252 ",9,4,2,"9,4,2",2.5,Low
649,43088,5,$264 ,9,4,1,"9,4,1",2.3,Low
705,43088,5,$502 ,9,4,1,"9,4,1",2.3,Low
1179,43092,4,"$5,068 ",9,2,9,"9,2,9",3.3,Middle
2319,43090,4,"$4,565 ",9,2,9,"9,2,9",3.3,Middle
697,43088,4,"$3,997 ",9,2,8,"9,2,8",3.2,Middle
824,43090,4,"$4,138 ",9,2,8,"9,2,8",3.2,Middle
1638,43088,4,"$4,047 ",9,2,8,"9,2,8",3.2,Middle
2136,43089,4,"$3,917 ",9,2,8,"9,2,8",3.2,Middle
2632,43092,4,"$4,101 ",9,2,8,"9,2,8",3.2,Middle
297,43091,4,"$3,599 ",9,2,7,"9,2,7",3.0,Middle
660,43087,4,"$3,839 ",9,2,7,"9,2,7",3.0,Middle
851,43090,4,"$3,245 ",9,2,6,"9,2,6",2.8,Middle
1602,43092,4,"$2,997 ",9,2,6,"9,2,6",2.8,Middle
2038,43086,4,"$3,207 ",9,2,6,"9,2,6",2.8,Middle
2752,43087,4,"$3,251 ",9,2,6,"9,2,6",2.8,Middle
2814,43086,4,"$3,233 ",9,2,6,"9,2,6",2.8,Middle
2848,43086,4,"$3,121 ",9,2,6,"9,2,6",2.8,Middle
3486,43090,4,"$2,972 ",9,2,6,"9,2,6",2.8,Middle
101,43091,4,"$2,590 ",9,2,5,"9,2,5",2.7,Middle
143,43086,4,"$2,475 ",9,2,5,"9,2,5",2.7,Middle
1012,43090,4,"$2,704 ",9,2,5,"9,2,5",2.7,Middle
1161,43087,4,"$2,670 ",9,2,5,"9,2,5",2.7,Middle
1167,43089,4,"$2,642 ",9,2,5,"9,2,5",2.7,Middle
1873,43091,4,"$2,808 ",9,2,5,"9,2,5",2.7,Middle
2191,43087,4,"$2,754 ",9,2,5,"9,2,5",2.7,Middle
2470,43087,4,"$2,824 ",9,2,5,"9,2,5",2.7,Middle
3043,43088,4,"$2,535 ",9,2,5,"9,2,5",2.7,Middle
281,43090,4,"$2,234 ",9,2,4,"9,2,4",2.5,Low
309,43090,4,"$2,209 ",9,2,4,"9,2,4",2.5,Low
316,43088,4,"$2,159 ",9,2,4,"9,2,4",2.5,Low
409,43086,4,"$2,268 ",9,2,4,"9,2,4",2.5,Low
854,43091,4,"$2,074 ",9,2,4,"9,2,4",2.5,Low
1038,43087,4,"$2,079 ",9,2,4,"9,2,4",2.5,Low
1648,43086,4,"$2,125 ",9,2,4,"9,2,4",2.5,Low
1687,43089,4,"$2,185 ",9,2,4,"9,2,4",2.5,Low
2276,43089,4,"$2,305 ",9,2,4,"9,2,4",2.5,Low
2376,43088,4,"$2,138 ",9,2,4,"9,2,4",2.5,Low
745,43088,4,"$2,066 ",9,2,3,"9,2,3",2.3,Low
891,43087,4,"$1,999 ",9,2,3,"9,2,3",2.3,Low
1751,43087,4,"$1,715 ",9,2,3,"9,2,3",2.3,Low
2823,43087,4,"$1,636 ",9,2,3,"9,2,3",2.3,Low
3125,43090,4,"$1,702 ",9,2,3,"9,2,3",2.3,Low
3209,43090,4,"$1,732 ",9,2,3,"9,2,3",2.3,Low
476,43090,4,"$1,354 ",9,2,2,"9,2,2",2.2,Low
511,43088,4,"$1,153 ",9,2,2,"9,2,2",2.2,Low
1108,43087,4,"$1,339 ",9,2,2,"9,2,2",2.2,Low
1197,43092,4,"$1,559 ",9,2,2,"9,2,2",2.2,Low
1265,43092,4,"$1,196 ",9,2,2,"9,2,2",2.2,Low
1341,43089,4,"$1,214 ",9,2,2,"9,2,2",2.2,Low
1781,43090,4,"$1,590 ",9,2,2,"9,2,2",2.2,Low
2452,43090,4,"$1,148 ",9,2,2,"9,2,2",2.2,Low
2710,43091,4,$977 ,9,2,2,"9,2,2",2.2,Low
3473,43087,4,"$1,504 ",9,2,2,"9,2,2",2.2,Low
900,43087,4,$781 ,9,2,1,"9,2,1",2.0,Low
966,43086,4,$528 ,9,2,1,"9,2,1",2.0,Low
1456,43091,4,$875 ,9,2,1,"9,2,1",2.0,Low
2905,43091,4,$690 ,9,2,1,"9,2,1",2.0,Low
3142,43087,4,$900 ,9,2,1,"9,2,1",2.0,Low
1116,43092,3,"$4,054 ",9,1,8,"9,1,8",3.0,Middle
30,43088,3,"$2,634 ",9,1,5,"9,1,5",2.5,Low
108,43089,3,"$2,557 ",9,1,5,"9,1,5",2.5,Low
296,43091,3,"$2,515 ",9,1,5,"9,1,5",2.5,Low
1408,43089,3,"$2,731 ",9,1,5,"9,1,5",2.5,Low
2967,43089,3,"$2,466 ",9,1,5,"9,1,5",2.5,Low
1216,43092,3,"$2,142 ",9,1,4,"9,1,4",2.3,Low
2108,43087,3,"$2,077 ",9,1,4,"9,1,4",2.3,Low
2746,43091,3,"$2,316 ",9,1,4,"9,1,4",2.3,Low
1148,43091,3,"$1,690 ",9,1,3,"9,1,3",2.2,Low
1174,43091,3,"$1,854 ",9,1,3,"9,1,3",2.2,Low
1333,43092,3,"$1,924 ",9,1,3,"9,1,3",2.2,Low
1963,43090,2,"$1,828 ",9,1,3,"9,1,3",2.2,Low
2042,43088,3,"$2,006 ",9,1,3,"9,1,3",2.2,Low
2708,43088,3,"$1,879 ",9,1,3,"9,1,3",2.2,Low
3139,43088,3,"$1,784 ",9,1,3,"9,1,3",2.2,Low
3203,43092,3,"$1,744 ",9,1,3,"9,1,3",2.2,Low
3487,43089,3,"$1,838 ",9,1,3,"9,1,3",2.2,Low
126,43088,3,"$1,096 ",9,1,2,"9,1,2",2.0,Low
155,43091,3,"$1,088 ",9,1,2,"9,1,2",2.0,Low
351,43088,2,"$1,439 ",9,1,2,"9,1,2",2.0,Low
589,43089,3,"$1,398 ",9,1,2,"9,1,2",2.0,Low
1145,43086,2,"$1,173 ",9,1,2,"9,1,2",2.0,Low
1359,43087,2,"$1,551 ",9,1,2,"9,1,2",2.0,Low
1565,43090,2,"$1,182 ",9,1,2,"9,1,2",2.0,Low
1608,43087,3,"$1,206 ",9,1,2,"9,1,2",2.0,Low
2128,43086,2,"$1,596 ",9,1,2,"9,1,2",2.0,Low
2389,43091,3,"$1,030 ",9,1,2,"9,1,2",2.0,Low
2719,43089,3,"$1,101 ",9,1,2,"9,1,2",2.0,Low
100,43088,2,$877 ,9,1,1,"9,1,1",1.8,Low
689,43087,3,$541 ,9,1,1,"9,1,1",1.8,Low
885,43092,3,$864 ,9,1,1,"9,1,1",1.8,Low
1035,43086,3,$485 ,9,1,1,"9,1,1",1.8,Low
1121,43092,2,$327 ,9,1,1,"9,1,1",1.8,Low
1185,43090,3,$774 ,9,1,1,"9,1,1",1.8,Low
1203,43092,1,$830 ,9,1,1,"9,1,1",1.8,Low
1564,43086,3,$493 ,9,1,1,"9,1,1",1.8,Low
2122,43091,3,$844 ,9,1,1,"9,1,1",1.8,Low
2949,43086,3,$953 ,9,1,1,"9,1,1",1.8,Low
720,43079,10,"$7,212 ",8,10,10,"8,10,10",4.7,Very High
832,43082,12,"$8,869 ",8,10,10,"8,10,10",4.7,Very High
1428,43084,10,"$5,509 ",8,10,10,"8,10,10",4.7,Very High
1493,43079,10,"$6,117 ",8,10,10,"8,10,10",4.7,Very High
2095,43079,10,"$6,194 ",8,10,10,"8,10,10",4.7,Very High
2103,43085,10,"$6,753 ",8,10,10,"8,10,10",4.7,Very High
2468,43078,10,"$6,901 ",8,10,10,"8,10,10",4.7,Very High
2476,43085,14,"$7,493 ",8,10,10,"8,10,10",4.7,Very High
2932,43080,10,"$5,824 ",8,10,10,"8,10,10",4.7,Very High
516,43080,10,"$4,722 ",8,10,9,"8,10,9",4.5,High
1494,43081,10,"$5,221 ",8,10,9,"8,10,9",4.5,High
1599,43080,11,"$4,856 ",8,10,9,"8,10,9",4.5,High
1762,43078,11,"$5,296 ",8,10,9,"8,10,9",4.5,High
1957,43080,11,"$5,080 ",8,10,9,"8,10,9",4.5,High
2155,43080,12,"$4,940 ",8,10,9,"8,10,9",4.5,High
3382,43080,10,"$4,223 ",8,10,8,"8,10,8",4.3,High
1274,43085,10,"$3,574 ",8,10,7,"8,10,7",4.2,High
3143,43079,11,"$3,362 ",8,10,7,"8,10,7",4.2,High
2566,43082,10,"$3,155 ",8,10,6,"8,10,6",4.0,High
2732,43083,10,"$2,834 ",8,10,5,"8,10,5",3.8,High
167,43085,9,"$5,993 ",8,9,10,"8,9,10",4.5,High
173,43084,9,"$6,550 ",8,9,10,"8,9,10",4.5,High
515,43085,9,"$6,986 ",8,9,10,"8,9,10",4.5,High
614,43081,9,"$6,120 ",8,9,10,"8,9,10",4.5,High
902,43085,9,"$6,003 ",8,9,10,"8,9,10",4.5,High
1033,43085,9,"$8,220 ",8,9,10,"8,9,10",4.5,High
1233,43085,9,"$6,634 ",8,9,10,"8,9,10",4.5,High
1346,43084,9,"$6,737 ",8,9,10,"8,9,10",4.5,High
2013,43084,9,"$5,979 ",8,9,10,"8,9,10",4.5,High
2101,43079,9,"$5,630 ",8,9,10,"8,9,10",4.5,High
2383,43078,9,"$5,876 ",8,9,10,"8,9,10",4.5,High
2702,43080,9,"$7,613 ",8,9,10,"8,9,10",4.5,High
2747,43085,9,"$6,371 ",8,9,10,"8,9,10",4.5,High
2762,43083,9,"$8,020 ",8,9,10,"8,9,10",4.5,High
171,43081,9,"$4,833 ",8,9,9,"8,9,9",4.3,High
404,43081,9,"$4,966 ",8,9,9,"8,9,9",4.3,High
877,43082,9,"$4,919 ",8,9,9,"8,9,9",4.3,High
1210,43082,9,"$4,717 ",8,9,9,"8,9,9",4.3,High
1477,43080,9,"$5,008 ",8,9,9,"8,9,9",4.3,High
3014,43080,9,"$4,657 ",8,9,9,"8,9,9",4.3,High
906,43083,9,"$4,474 ",8,9,8,"8,9,8",4.2,High
2083,43084,9,"$4,106 ",8,9,8,"8,9,8",4.2,High
3451,43084,9,"$4,489 ",8,9,8,"8,9,8",4.2,High
87,43081,9,"$3,741 ",8,9,7,"8,9,7",4.0,High
903,43083,9,"$3,402 ",8,9,7,"8,9,7",4.0,High
1353,43085,9,"$3,364 ",8,9,7,"8,9,7",4.0,High
1707,43082,9,"$3,464 ",8,9,7,"8,9,7",4.0,High
2633,43084,9,"$3,697 ",8,9,7,"8,9,7",4.0,High
1229,43080,9,"$3,006 ",8,9,6,"8,9,6",3.8,High
2763,43080,9,"$2,910 ",8,9,6,"8,9,6",3.8,High
1481,43079,9,"$2,551 ",8,9,5,"8,9,5",3.7,High
1690,43083,9,"$2,571 ",8,9,5,"8,9,5",3.7,High
461,43079,8,"$5,722 ",8,8,10,"8,8,10",4.3,High
753,43084,8,"$7,727 ",8,8,10,"8,8,10",4.3,High
2076,43080,8,"$5,576 ",8,8,10,"8,8,10",4.3,High
2132,43081,8,"$6,402 ",8,8,10,"8,8,10",4.3,High
2401,43078,8,"$5,804 ",8,8,10,"8,8,10",4.3,High
2651,43084,8,"$6,073 ",8,8,10,"8,8,10",4.3,High
2879,43085,8,"$5,572 ",8,8,10,"8,8,10",4.3,High
432,43078,8,"$5,110 ",8,8,9,"8,8,9",4.2,High
695,43083,8,"$4,659 ",8,8,9,"8,8,9",4.2,High
769,43080,8,"$5,070 ",8,8,9,"8,8,9",4.2,High
790,43085,8,"$4,889 ",8,8,9,"8,8,9",4.2,High
1102,43078,8,"$5,025 ",8,8,9,"8,8,9",4.2,High
1858,43078,8,"$5,387 ",8,8,9,"8,8,9",4.2,High
1942,43083,8,"$4,675 ",8,8,9,"8,8,9",4.2,High
2182,43082,8,"$4,767 ",8,8,9,"8,8,9",4.2,High
2400,43080,8,"$5,206 ",8,8,9,"8,8,9",4.2,High
2880,43081,8,"$4,773 ",8,8,9,"8,8,9",4.2,High
3223,43085,8,"$4,605 ",8,8,9,"8,8,9",4.2,High
3258,43082,8,"$4,822 ",8,8,9,"8,8,9",4.2,High
3295,43080,8,"$5,247 ",8,8,9,"8,8,9",4.2,High
357,43084,8,"$4,455 ",8,8,8,"8,8,8",4.0,High
634,43082,8,"$4,445 ",8,8,8,"8,8,8",4.0,High
1074,43083,8,"$4,054 ",8,8,8,"8,8,8",4.0,High
2955,43080,8,"$4,306 ",8,8,8,"8,8,8",4.0,High
24,43082,8,"$3,689 ",8,8,7,"8,8,7",3.8,High
58,43079,8,"$3,501 ",8,8,7,"8,8,7",3.8,High
136,43079,8,"$3,543 ",8,8,7,"8,8,7",3.8,High
307,43084,8,"$3,466 ",8,8,7,"8,8,7",3.8,High
723,43084,8,"$3,490 ",8,8,7,"8,8,7",3.8,High
2204,43082,8,"$3,347 ",8,8,7,"8,8,7",3.8,High
2680,43083,8,"$3,542 ",8,8,7,"8,8,7",3.8,High
3407,43081,8,"$3,669 ",8,8,7,"8,8,7",3.8,High
115,43085,8,"$3,136 ",8,8,6,"8,8,6",3.7,High
314,43079,8,"$3,200 ",8,8,6,"8,8,6",3.7,High
433,43084,8,"$3,244 ",8,8,6,"8,8,6",3.7,High
752,43079,8,"$2,952 ",8,8,6,"8,8,6",3.7,High
1511,43083,8,"$3,038 ",8,8,6,"8,8,6",3.7,High
2839,43082,8,"$2,693 ",8,8,5,"8,8,5",3.5,Middle
3131,43082,8,"$2,726 ",8,8,5,"8,8,5",3.5,Middle
2672,43084,8,"$2,415 ",8,8,4,"8,8,4",3.3,Middle
1144,43082,7,"$5,961 ",8,7,10,"8,7,10",4.2,High
